0.000000000000000e+00	-1.477342e-01
1.041666000000177e-06	-1.477122e-01
3.124998000000531e-06	-1.476679e-01
7.291662000000372e-06	-1.475782e-01
1.562499000000005e-05	-1.473966e-01
4.389878142857159e-05	-1.467574e-01
7.217257285714312e-05	-1.460797e-01
1.004463642857147e-04	-1.453635e-01
1.287201557142862e-04	-1.446087e-01
1.569939471428577e-04	-1.438154e-01
1.852677385714292e-04	-1.429836e-01
2.135415300000007e-04	-1.421132e-01
2.760414900000010e-04	-1.400519e-01
3.385414500000012e-04	-1.378017e-01
4.010414100000015e-04	-1.353627e-01
4.635413700000017e-04	-1.327347e-01
5.260413300000019e-04	-1.299180e-01
5.885412900000022e-04	-1.269123e-01
6.510412500000022e-04	-1.237178e-01
6.614579100000023e-04	-1.231670e-01
6.822912300000024e-04	-1.220493e-01
6.927078900000024e-04	-1.214824e-01
7.135412100000025e-04	-1.203327e-01
7.358626242857169e-04	-1.190779e-01
7.581840385714312e-04	-1.177986e-01
7.805054528571456e-04	-1.164948e-01
8.028268671428599e-04	-1.151666e-01
8.251482814285743e-04	-1.138140e-01
8.474696957142887e-04	-1.124369e-01
8.697911100000030e-04	-1.110353e-01
8.906244300000031e-04	-1.097054e-01
9.010410900000031e-04	-1.090322e-01
9.114577500000031e-04	-1.083536e-01
9.218744100000032e-04	-1.076694e-01
9.322910700000032e-04	-1.069803e-01
9.531243900000033e-04	-1.055856e-01
9.843743700000034e-04	-1.034532e-01
1.015624350000003e-03	-1.012727e-01
1.046874330000004e-03	-9.904286e-02
1.078124310000004e-03	-9.676356e-02
1.109374290000004e-03	-9.443483e-02
1.140624270000004e-03	-9.205665e-02
1.171874250000004e-03	-8.962905e-02
1.203124230000004e-03	-8.715200e-02
1.223957550000004e-03	-8.547258e-02
1.244790870000004e-03	-8.377028e-02
1.322171772857147e-03	-7.727415e-02
1.399552675714291e-03	-7.043816e-02
1.476933578571434e-03	-6.326232e-02
1.554314481428577e-03	-5.574661e-02
1.631695384285720e-03	-4.789105e-02
1.709076287142863e-03	-3.969563e-02
1.786457190000006e-03	-3.116035e-02
1.822171452857149e-03	-2.708431e-02
1.857885715714292e-03	-2.291664e-02
1.893599978571435e-03	-1.865733e-02
1.929314241428578e-03	-1.430640e-02
1.965028504285721e-03	-9.863834e-03
2.000742767142864e-03	-5.329638e-03
2.036457030000007e-03	-7.038116e-04
2.064730821428579e-03	3.030913e-03
2.093004612857150e-03	6.838662e-03
2.121278404285722e-03	1.071944e-02
2.149552195714293e-03	1.467323e-02
2.177825987142865e-03	1.870005e-02
2.206099778571436e-03	2.279990e-02
2.234373570000008e-03	2.697277e-02
2.244790230000008e-03	2.853394e-02
2.255206890000008e-03	3.010654e-02
2.265623550000008e-03	3.169107e-02
2.276040210000008e-03	3.328753e-02
2.286456870000008e-03	3.489637e-02
2.296873530000008e-03	3.651714e-02
2.307290190000008e-03	3.815126e-02
2.328123510000008e-03	4.145718e-02
2.338540170000008e-03	4.313040e-02
2.348956830000008e-03	4.481745e-02
2.359373490000008e-03	4.651785e-02
2.369790150000008e-03	4.823351e-02
2.380206810000008e-03	4.996300e-02
2.390623470000008e-03	5.170727e-02
2.401040130000008e-03	5.346680e-02
2.411456790000008e-03	5.524206e-02
2.421873450000008e-03	5.703306e-02
2.432290110000008e-03	5.884027e-02
2.442706770000008e-03	6.066418e-02
2.453123430000008e-03	6.250477e-02
2.463540090000008e-03	6.436300e-02
2.473956750000009e-03	6.623983e-02
2.484373410000009e-03	6.813431e-02
2.494790070000009e-03	7.004738e-02
2.505206730000009e-03	7.198000e-02
2.515623390000009e-03	7.393312e-02
2.526040050000009e-03	7.590580e-02
2.536456710000009e-03	7.789946e-02
2.546873370000009e-03	7.991552e-02
2.557290030000009e-03	8.195305e-02
2.567706690000009e-03	8.401346e-02
2.578123350000009e-03	8.609819e-02
2.588540010000009e-03	8.820677e-02
2.598956670000009e-03	9.034014e-02
2.609373330000009e-03	9.249973e-02
2.619789990000009e-03	9.468603e-02
2.630206650000009e-03	9.690046e-02
2.640623310000009e-03	9.914303e-02
2.651039970000009e-03	1.014152e-01
2.661456630000009e-03	1.037183e-01
2.671873290000009e-03	1.060529e-01
2.682289950000009e-03	1.084213e-01
2.692706610000009e-03	1.108236e-01
2.703123270000009e-03	1.132612e-01
2.723956590000009e-03	1.182499e-01
2.744789910000009e-03	1.233993e-01
2.765623230000010e-03	1.287241e-01
2.796873210000010e-03	1.370764e-01
2.828123190000010e-03	1.459250e-01
2.850444604285724e-03	1.525280e-01
2.872766018571438e-03	1.595403e-01
2.895087432857153e-03	1.669620e-01
2.917408847142867e-03	1.747932e-01
2.939730261428582e-03	1.830338e-01
2.962051675714296e-03	1.916838e-01
2.984373090000010e-03	2.007432e-01
3.011158787142868e-03	2.122346e-01
3.037944484285725e-03	2.242254e-01
3.064730181428582e-03	2.367155e-01
3.091515878571439e-03	2.497050e-01
3.118301575714297e-03	2.631939e-01
3.145087272857154e-03	2.771822e-01
3.171872970000011e-03	2.916698e-01
3.192706290000011e-03	3.031855e-01
3.203122950000011e-03	3.090348e-01
3.213539610000011e-03	3.149447e-01
3.223956270000011e-03	3.209128e-01
3.234372930000011e-03	3.269382e-01
3.244789590000011e-03	3.330188e-01
3.255206250000011e-03	3.391547e-01
3.265622910000011e-03	3.453441e-01
3.276039570000011e-03	3.515859e-01
3.286456230000011e-03	3.578782e-01
3.296872890000011e-03	3.642201e-01
3.307289550000011e-03	3.706112e-01
3.317706210000011e-03	3.770494e-01
3.328122870000011e-03	3.835340e-01
3.338539530000012e-03	3.900633e-01
3.348956190000012e-03	3.966360e-01
3.359372850000012e-03	4.032516e-01
3.369789510000012e-03	4.099088e-01
3.380206170000012e-03	4.166059e-01
3.390622830000012e-03	4.233422e-01
3.401039490000012e-03	4.301167e-01
3.411456150000012e-03	4.369278e-01
3.421872810000012e-03	4.437742e-01
3.432289470000012e-03	4.506555e-01
3.442706130000012e-03	4.575701e-01
3.453122790000012e-03	4.645166e-01
3.463539450000012e-03	4.714947e-01
3.484372770000012e-03	4.855390e-01
3.505206090000012e-03	4.996953e-01
3.526039410000012e-03	5.139537e-01
3.557289390000012e-03	5.355148e-01
3.578122710000012e-03	5.500122e-01
3.598956030000012e-03	5.645618e-01
3.619789350000012e-03	5.791638e-01
3.640622670000013e-03	5.938181e-01
3.661455990000013e-03	6.085247e-01
3.682289310000013e-03	6.232837e-01
3.703122630000013e-03	6.380949e-01
3.764134495714299e-03	6.819610e-01
3.825146361428585e-03	7.254013e-01
3.886158227142871e-03	7.684158e-01
3.947170092857157e-03	8.110046e-01
4.008181958571442e-03	8.531676e-01
4.069193824285729e-03	8.949049e-01
4.130205690000014e-03	9.362164e-01
4.173360424285729e-03	9.646656e-01
4.216515158571443e-03	9.924425e-01
4.259669892857158e-03	1.019547e+00
4.302824627142872e-03	1.045980e+00
4.345979361428587e-03	1.071740e+00
4.389134095714300e-03	1.096827e+00
4.432288830000015e-03	1.121243e+00
4.462050715714301e-03	1.137551e+00
4.491812601428587e-03	1.153418e+00
4.521574487142872e-03	1.168844e+00
4.551336372857159e-03	1.183830e+00
4.581098258571444e-03	1.198374e+00
4.610860144285731e-03	1.212478e+00
4.640622030000016e-03	1.226141e+00
4.665919632857159e-03	1.237365e+00
4.691217235714302e-03	1.248217e+00
4.716514838571445e-03	1.258696e+00
4.741812441428588e-03	1.268803e+00
4.767110044285731e-03	1.278539e+00
4.792407647142873e-03	1.287901e+00
4.817705250000017e-03	1.296892e+00
4.848955230000017e-03	1.307435e+00
4.869788550000017e-03	1.314124e+00
4.880205210000017e-03	1.317366e+00
4.890621870000017e-03	1.320539e+00
4.901038530000017e-03	1.323643e+00
4.911455190000017e-03	1.326676e+00
4.921871850000017e-03	1.329640e+00
4.942705170000017e-03	1.335356e+00
4.968002772857160e-03	1.341924e+00
4.993300375714303e-03	1.348056e+00
5.018597978571446e-03	1.353753e+00
5.043895581428589e-03	1.359015e+00
5.069193184285732e-03	1.363841e+00
5.094490787142874e-03	1.368232e+00
5.119788390000018e-03	1.372187e+00
5.140621710000018e-03	1.375103e+00
5.161455030000018e-03	1.377708e+00
5.182288350000018e-03	1.380001e+00
5.203121670000018e-03	1.381983e+00
5.223954990000018e-03	1.383653e+00
5.244788310000018e-03	1.385012e+00
5.265621630000018e-03	1.386059e+00
5.296871610000018e-03	1.387029e+00
5.317704930000018e-03	1.387277e+00
5.375740607142875e-03	1.386307e+00
5.433776284285733e-03	1.382786e+00
5.491811961428590e-03	1.376715e+00
5.549847638571448e-03	1.368092e+00
5.607883315714305e-03	1.356918e+00
5.665918992857163e-03	1.343194e+00
5.723954670000020e-03	1.326918e+00
5.746276084285734e-03	1.319964e+00
5.768597498571448e-03	1.312630e+00
5.790918912857163e-03	1.304919e+00
5.813240327142877e-03	1.296829e+00
5.835561741428592e-03	1.288360e+00
5.857883155714306e-03	1.279512e+00
5.880204570000020e-03	1.270287e+00
5.904014078571449e-03	1.260029e+00
5.927823587142877e-03	1.249348e+00
5.951633095714306e-03	1.238245e+00
5.975442604285735e-03	1.226717e+00
5.999252112857164e-03	1.214767e+00
6.023061621428592e-03	1.202393e+00
6.046871130000021e-03	1.189597e+00
6.075144921428592e-03	1.173853e+00
6.103418712857164e-03	1.157534e+00
6.131692504285736e-03	1.140640e+00
6.159966295714307e-03	1.123169e+00
6.188240087142878e-03	1.105122e+00
6.216513878571450e-03	1.086500e+00
6.244787670000022e-03	1.067301e+00
6.276037650000022e-03	1.045441e+00
6.296870970000022e-03	1.030490e+00
6.317704290000022e-03	1.015239e+00
6.328120950000022e-03	1.007502e+00
6.338537610000022e-03	9.996910e-01
6.348954270000022e-03	9.918060e-01
6.359370930000022e-03	9.838476e-01
6.369787590000022e-03	9.758158e-01
6.380204250000022e-03	9.677110e-01
6.390620910000022e-03	9.595332e-01
6.401037570000022e-03	9.512830e-01
6.411454230000022e-03	9.429607e-01
6.421870890000022e-03	9.345670e-01
6.432287550000022e-03	9.261012e-01
6.442704210000022e-03	9.175644e-01
6.453120870000022e-03	9.089565e-01
6.463537530000022e-03	9.002776e-01
6.473954190000022e-03	8.915286e-01
6.484370850000022e-03	8.827100e-01
6.494787510000022e-03	8.738217e-01
6.505204170000022e-03	8.648634e-01
6.515620830000022e-03	8.558364e-01
6.526037490000022e-03	8.467407e-01
6.536454150000023e-03	8.375764e-01
6.557287470000023e-03	8.190446e-01
6.588537450000023e-03	7.907414e-01
6.615323147142880e-03	7.659906e-01
6.642108844285738e-03	7.408235e-01
6.668894541428595e-03	7.152399e-01
6.695680238571452e-03	6.892399e-01
6.722465935714309e-03	6.628236e-01
6.749251632857166e-03	6.359909e-01
6.776037330000023e-03	6.087418e-01
6.831096818571452e-03	5.513696e-01
6.886156307142881e-03	4.925664e-01
6.941215795714309e-03	4.323320e-01
6.996275284285739e-03	3.706664e-01
7.051334772857167e-03	3.075698e-01
7.106394261428596e-03	2.430420e-01
7.161453750000025e-03	1.770830e-01
7.171870410000025e-03	1.645198e-01
7.182287070000025e-03	1.519761e-01
7.192703730000025e-03	1.395297e-01
7.203120390000025e-03	1.272645e-01
7.213537050000025e-03	1.152611e-01
7.223953710000025e-03	1.035914e-01
7.234370370000025e-03	9.231806e-02
7.244787030000025e-03	8.149242e-02
7.255203690000025e-03	7.115602e-02
7.265620350000025e-03	6.133795e-02
7.276037010000025e-03	5.205774e-02
7.286453670000025e-03	4.332447e-02
7.296870330000025e-03	3.513908e-02
7.307286990000025e-03	2.749300e-02
7.317703650000025e-03	2.037382e-02
7.328120310000025e-03	1.376104e-02
7.338536970000025e-03	7.632732e-03
7.348953630000025e-03	1.962185e-03
7.359370290000025e-03	-3.278732e-03
7.369786950000025e-03	-8.118153e-03
7.380203610000025e-03	-1.258564e-02
7.390620270000025e-03	-1.671028e-02
7.401036930000026e-03	-2.052069e-02
7.411453590000026e-03	-2.404308e-02
7.421870250000026e-03	-2.730417e-02
7.432286910000026e-03	-3.032732e-02
7.442703570000026e-03	-3.313637e-02
7.453120230000026e-03	-3.575182e-02
7.463536890000026e-03	-3.819227e-02
7.473953550000026e-03	-4.047680e-02
7.484370210000026e-03	-4.262114e-02
7.494786870000026e-03	-4.463911e-02
7.505203530000026e-03	-4.654455e-02
7.515620190000026e-03	-4.834986e-02
7.526036850000026e-03	-5.006504e-02
7.536453510000026e-03	-5.170012e-02
7.546870170000026e-03	-5.326414e-02
7.557286830000026e-03	-5.476332e-02
7.567703490000026e-03	-5.620575e-02
